emp_id,emp_name,department,salary,gender,degree,hire_date,country,image_url,age
1191,Hannah Hughes,IT,218000,FEMALE,PHD,2015-11-02,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=cc324e77,38
1192,Janet Walker,SALES,105000,FEMALE,BS,2015-05-25,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=2b907c6f,27
1193,Ruth Rivera,BUSINESS,132000,FEMALE,BA,2015-09-01,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=1e20ab71,34
1194,Charlotte Price,SALES,116000,FEMALE,MIS,2015-05-24,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=aea29285,59
1195,Ann Howard,AI,154000,FEMALE,MS,2015-04-20,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=e3983dbe,42
1196,Timothy Collins,BUSINESS,158000,MALE,BS,2015-05-06,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=69425f58,22
1197,Jose Cook,SALES,181000,MALE,MS,2015-09-10,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=38a095d7,29
1198,Debra Anderson,MARKETING,117000,FEMALE,BS,2015-10-09,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=be49658a,56
1199,Louis Cruz,BUSINESS,182000,MALE,MS,2015-04-25,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=57947829,55
1200,Gregory Jimenez,BUSINESS,197000,MALE,MS,2015-10-28,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=93af0308,54
1201,Michael Morris,SALES,114000,MALE,BA,2015-07-21,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=28c89173,26
1202,Wayne Robinson,AI,157000,MALE,MIS,2015-09-18,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=f970e9db,46
1203,Patricia Hughes,AI,136000,FEMALE,MIS,2015-02-13,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=ce00de15,42
1204,Ralph Myers,AI,94000,MALE,BS,2015-03-16,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=24915bb6,57
1205,Samantha Rivera,IT,158000,FEMALE,BS,2015-03-24,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=51fb0679,39
1206,Danielle Harris,BUSINESS,110000,FEMALE,BS,2015-12-08,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=34e19ec7,37
1207,Shirley Clark,IT,130000,FEMALE,MIS,2015-10-12,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=9e32b099,39
1208,Donna Jimenez,SALES,155000,FEMALE,PHD,2015-11-22,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=7cfb8345,33
1209,Christian Ward,SALES,154000,MALE,BS,2015-08-12,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=982d1947,24
1210,Randy Green,BUSINESS,116000,MALE,BA,2015-03-25,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=dcc5587f,53
1211,Roger Scott,BUSINESS,113000,MALE,BS,2015-03-02,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=cbaf1a4e,58
1212,Gerald Diaz,BUSINESS,154000,MALE,BS,2015-09-12,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=1187230e,24
1213,Tyler Mendoza,IT,139000,MALE,BA,2015-12-17,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=530d045a,29
1214,Lauren Green,SALES,106000,FEMALE,MIS,2015-07-19,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=71c32f1b,37
1215,Matthew Adams,AI,118000,MALE,BS,2015-09-09,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=a31148ff,33
1216,Kathleen Wright,BUSINESS,124000,FEMALE,BA,2015-03-16,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=e1d58729,45
1217,Joyce Clark,BUSINESS,152000,FEMALE,MIS,2015-07-09,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=1dfe86d8,47
1218,Zachary White,MARKETING,101000,MALE,BS,2015-11-08,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=8fa800f5,58
1219,Matthew Castillo,AI,135000,MALE,MIS,2015-07-28,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=20745141,59
1220,Maria Sanchez,IT,100000,FEMALE,BA,2015-01-06,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=b287aa93,52
1221,Nathan Murphy,IT,151000,MALE,BS,2015-12-11,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=9c6f4764,56
1222,Walter Hill,AI,181000,MALE,MS,2015-01-13,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=eafa044f,61
1223,Matthew Ruiz,IT,92000,MALE,BS,2015-05-16,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=167b8f9d,35
1224,Harry Gonzalez,BUSINESS,152000,MALE,MS,2015-06-12,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=cff2863b,41
1225,Jesse Bailey,AI,129000,MALE,BS,2015-07-04,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=dfdc0cdb,23
1226,Frank Gray,MARKETING,135000,MALE,MS,2015-10-21,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=1c24640b,61
1227,Johnny Morgan,IT,141000,MALE,MIS,2015-06-22,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=46de7269,46
1228,Cheryl Morales,BUSINESS,120000,FEMALE,MS,2015-10-10,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=9226e3d1,49
1229,Christina Watson,IT,106000,FEMALE,BS,2015-07-21,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=e521e2e2,43
1230,Philip Kelly,BUSINESS,94000,MALE,BS,2015-03-11,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=b35e9af8,27
1231,Ryan Green,AI,118000,MALE,BA,2015-10-21,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=d17a7e24,39
1232,Diane Wright,BUSINESS,156000,FEMALE,MS,2015-09-15,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=b96739c3,62
1233,Julie Perez,IT,83000,FEMALE,BA,2015-12-08,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=735731b3,30
1234,Amber Allen,SALES,136000,FEMALE,MS,2015-07-04,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=51ed7022,35
1235,Betty Rodriguez,BUSINESS,155000,FEMALE,BS,2015-01-25,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=e5358cb9,25
1236,Tyler Ortiz,SALES,118000,MALE,MIS,2015-10-05,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=206c6871,40
1237,Christopher Wood,BUSINESS,124000,MALE,BS,2015-04-24,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=6b6386a1,36
1238,Pamela Cruz,IT,121000,FEMALE,MIS,2015-03-01,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=dc08733f,57
1239,William James,AI,146000,MALE,MIS,2015-08-28,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=3f90d63f,54
1240,Gloria Wright,MARKETING,141000,FEMALE,BS,2015-12-18,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=12395a1b,30
1241,Brian Ramos,MARKETING,143000,MALE,BS,2015-07-17,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=f64947c8,58
1242,Vincent Brooks,MARKETING,124000,MALE,BS,2015-08-18,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=a4333782,44
1243,Ryan Lopez,BUSINESS,149000,MALE,MS,2015-07-09,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=9eaa9d3e,48
1244,Joshua Hill,SALES,105000,MALE,MIS,2015-03-12,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=1926b710,57
1245,Pamela Stewart,MARKETING,106000,FEMALE,MIS,2015-08-10,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=918cc284,55
1246,Patricia Foster,BUSINESS,122000,FEMALE,BS,2015-04-26,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=c6fdade5,60
1247,James Peterson,AI,129000,MALE,MIS,2015-09-14,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=7702f971,50
1248,Diane Young,IT,192000,FEMALE,MS,2015-07-08,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=06e51814,49
1249,Eric Hernandez,BUSINESS,185000,MALE,MIS,2015-09-25,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=93e59fb0,39
1250,Philip Ruiz,AI,141000,MALE,MIS,2015-12-18,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=877d264a,65
1251,Anna Evans,IT,113000,FEMALE,MIS,2015-03-10,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=5ed6393d,35
1252,Sandra Brooks,BUSINESS,189000,FEMALE,MS,2015-05-23,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=458b010c,53
1253,Alice Morales,IT,126000,FEMALE,BS,2015-03-02,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=d83176ed,23
1254,Martha Williams,IT,98000,FEMALE,BS,2015-05-05,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=71170666,40
1255,Diana Cruz,SALES,114000,FEMALE,BS,2015-03-01,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=276808cc,27
1256,Megan Ramirez,AI,158000,FEMALE,MIS,2015-08-12,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=bc4dbe1b,43
1257,Arthur Hughes,SALES,152000,MALE,MS,2015-03-02,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=8f5b7359,30
1258,Anna Jimenez,BUSINESS,94000,FEMALE,BS,2015-08-06,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=e7649cf8,56
1259,Timothy Allen,BUSINESS,111000,MALE,MS,2015-12-08,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=c1f7b15c,32
1260,Heather Foster,BUSINESS,171000,FEMALE,PHD,2015-04-15,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=2bd79dd0,30
1261,Charlotte Foster,SALES,151000,FEMALE,BS,2015-08-13,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=79226cf2,35
1262,Roy Flores,AI,125000,MALE,MIS,2015-12-02,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=1712ebfb,64
1263,Fernando Peterson,MARKETING,100000,MALE,BS,2015-08-21,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=1022c0e2,38
1264,Scott Sanchez,AI,91000,MALE,BS,2015-02-08,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=57888034,35
1265,Vincent Parker,AI,86000,MALE,BS,2015-05-19,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=306ce97a,32
1266,Ashley Gomez,IT,82000,FEMALE,BA,2015-10-26,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=04f0bd02,24
1267,Louis Stewart,MARKETING,129000,MALE,MS,2015-02-08,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=d9b02a77,48
1268,Michelle Murphy,SALES,128000,FEMALE,BS,2015-01-12,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=01f99e5b,25
1269,Grace Martin,MARKETING,98000,FEMALE,BS,2015-08-08,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=3aa42067,30
1270,Benjamin Bailey,AI,161000,MALE,MIS,2015-01-23,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=1305d804,36
1271,Dennis Rivera,IT,142000,MALE,MS,2015-08-23,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=d71de139,27
1272,Victoria Bailey,AI,174000,FEMALE,MIS,2015-04-19,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=743f674f,55
1273,Melissa Cooper,AI,122000,FEMALE,BA,2015-05-28,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=45574575,51
1274,Janice Peterson,IT,118000,FEMALE,MS,2015-03-15,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=033be19c,58
1275,Justin King,MARKETING,156000,MALE,MS,2015-01-25,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=24745313,54
1276,Sophia Cook,BUSINESS,133000,FEMALE,MS,2015-10-28,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=2f72d3c8,26
1277,Patrick Jimenez,MARKETING,170000,MALE,PHD,2015-12-03,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=5e21b78f,48
1278,Logan Morgan,BUSINESS,109000,MALE,BS,2015-11-16,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=f24eca5e,55
1279,Lori Peterson,IT,188000,FEMALE,MS,2015-06-14,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=3f82bf7e,43
1280,Grace Adams,SALES,97000,FEMALE,BS,2015-11-03,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=75bded1b,55
1281,Elizabeth Taylor,IT,89000,FEMALE,BS,2015-02-16,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=e61768b5,34
1282,Timothy Gonzalez,SALES,158000,MALE,BS,2015-11-16,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=595ba321,46
1283,Jacqueline Richardson,MARKETING,142000,FEMALE,MS,2015-06-08,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=5b6628b9,28
1284,Russell Alvarez,SALES,111000,MALE,MS,2015-11-16,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=88f87827,38
1285,Lisa Reyes,SALES,156000,FEMALE,MS,2015-12-14,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=471e6ebc,60
1286,Jack Price,SALES,119000,MALE,BS,2015-01-24,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=00f2834d,55
1287,Karen Hill,SALES,112000,FEMALE,BS,2015-02-04,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=a95f7a78,55
1288,Natalie Robinson,MARKETING,154000,FEMALE,MIS,2015-04-17,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=bb583112,36
1289,Amber Young,MARKETING,107000,FEMALE,BS,2015-12-18,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=32423f14,57
1290,Olivia Myers,SALES,191000,FEMALE,MS,2015-06-22,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=cb7f84a2,61
1291,Lauren Hughes,BUSINESS,94000,FEMALE,BA,2015-03-18,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=1281fe2f,32
1292,Ruth Cook,AI,105000,FEMALE,BS,2015-10-15,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=4d7057d7,56
1293,Alexander Green,MARKETING,122000,MALE,BA,2015-07-25,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=3f7dc1c6,45
1294,Sophia Parker,AI,115000,FEMALE,BS,2015-09-07,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=2f88beb2,58
1295,Dennis Foster,MARKETING,113000,MALE,BA,2015-08-15,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=3e4a896e,45
1296,Tyler Smith,SALES,121000,MALE,BS,2015-01-17,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=0d56c791,60
1297,Paul Hill,SALES,123000,MALE,BS,2015-04-28,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=c4f185f0,36
1298,Samantha Williams,AI,175000,FEMALE,MIS,2015-09-19,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=a3aae1e4,56
1299,Madison Martin,SALES,144000,FEMALE,PHD,2015-06-05,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=46562cd7,57
1300,Kimberly King,AI,159000,FEMALE,BS,2015-04-09,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=137bedcb,37
1301,Nicole Lopez,MARKETING,156000,FEMALE,MIS,2015-04-24,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=71a6f2e6,60
1302,Karen Castillo,AI,142000,FEMALE,BA,2015-08-27,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=36886bf4,33
1303,Louis Hughes,MARKETING,93000,MALE,BA,2015-01-24,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=5428c653,41
1304,Madison Carter,SALES,92000,FEMALE,BS,2015-06-27,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=917da8b7,43
1305,Peter Turner,SALES,139000,MALE,MS,2015-10-01,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=a3670bab,66
1306,Vincent Jimenez,BUSINESS,87000,MALE,BA,2015-09-02,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=70083d0c,41
1307,Benjamin Cooper,MARKETING,124000,MALE,MIS,2015-09-23,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=ea0a4f69,44
1308,Laura Martin,SALES,131000,FEMALE,BA,2015-10-19,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=3defb8dd,50
1309,Keith Lopez,IT,136000,MALE,BA,2015-07-05,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=323eef5b,40
1310,Dorothy Baker,SALES,145000,FEMALE,BS,2015-12-02,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=a93d56ee,58
1311,Teresa Phillips,AI,115000,FEMALE,MIS,2015-09-14,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=94a8e149,49
1312,Rosa Hughes,IT,98000,FEMALE,BA,2015-09-07,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=3f958385,52
1313,Judith Gomez,MARKETING,135000,FEMALE,MS,2015-10-24,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=7bb0c329,60
1314,Gerald Young,IT,119000,MALE,MS,2015-07-11,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=44b35276,42
1315,Danielle Kelly,SALES,99000,FEMALE,BS,2015-07-12,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=70e73924,48
1316,Rachel Harris,AI,184000,FEMALE,PHD,2015-11-01,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=cd06fec0,66
1317,Antonio Flores,IT,149000,MALE,MIS,2015-08-20,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=f2b8b5b5,63
1318,Emily Cruz,SALES,139000,FEMALE,MS,2015-11-12,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=2645eca8,37
1319,Donna Long,SALES,124000,FEMALE,MS,2015-04-20,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=4b8d38f7,28
1320,Emily Torres,SALES,128000,FEMALE,BS,2015-05-15,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=08940537,29
1321,Joan Williams,AI,107000,FEMALE,BA,2015-04-07,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=bb1f049d,56
1322,Gloria Gutierrez,AI,155000,FEMALE,BS,2015-10-24,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=d160949e,52
1323,Andrew Ruiz,SALES,133000,MALE,BS,2015-11-17,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=5bddc4dd,59
1324,Elizabeth Allen,IT,112000,FEMALE,MIS,2015-04-26,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=6629717e,42
1325,Wayne Richardson,AI,111000,MALE,MIS,2015-11-01,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=0b1c8eae,53
1326,Thomas Roberts,AI,194000,MALE,MS,2015-06-28,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=c4fc4be6,67
1327,Anthony Williams,AI,188000,MALE,MIS,2015-04-13,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=7fc99e8c,48
1328,Cheryl Price,SALES,125000,FEMALE,BS,2015-10-18,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=85b23fde,53
1329,Daniel White,IT,145000,MALE,BA,2015-09-23,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=9951d17d,51
1330,Jennifer Garcia,IT,152000,FEMALE,BS,2015-06-16,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=ae2b3985,41
1331,Tyler Myers,IT,107000,MALE,MIS,2015-11-12,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=287bb068,46
1332,Carolyn Watson,AI,170000,FEMALE,PHD,2015-05-26,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=940d8ff3,60
1333,Jessica Watson,AI,159000,FEMALE,MS,2015-09-09,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=8b7756ab,26
1334,Debra Gomez,IT,151000,FEMALE,PHD,2015-09-22,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=56cbf977,52
1335,Abigail Watson,IT,138000,FEMALE,BS,2015-10-05,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=68a483a0,37
1336,Henry Flores,MARKETING,147000,MALE,MIS,2015-09-05,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=36d7b5d5,52
1337,Edward Wood,IT,214000,MALE,PHD,2015-11-26,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=17e0eea5,62
1338,Ronald Moore,AI,172000,MALE,MIS,2015-07-25,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=42579bfd,32
1339,Emily Wood,MARKETING,125000,FEMALE,MIS,2015-02-18,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=28fdd688,44
1340,Martha Castillo,SALES,108000,FEMALE,BS,2015-03-24,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=2e4b84b1,42
1341,Linda Ross,AI,157000,FEMALE,MIS,2015-05-15,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=37a1e8bb,50
1342,Fernando Brooks,AI,159000,MALE,PHD,2015-02-05,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=c504b536,40
1343,Melissa Brown,MARKETING,119000,FEMALE,BS,2015-10-20,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=b352f57c,60
1344,Ryan Kim,IT,139000,MALE,MS,2015-01-12,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=f585eb4e,68
1345,Lisa Ruiz,BUSINESS,127000,FEMALE,MS,2015-10-16,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=2e19d9cf,57
1346,Diana Wood,AI,108000,FEMALE,BS,2015-08-16,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=e920edf1,46
1347,Kimberly Lee,IT,113000,FEMALE,BS,2015-07-25,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=269a8bb2,24
1348,John Wright,BUSINESS,109000,MALE,BA,2015-04-03,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=624c0db1,34
1349,Amanda Cruz,MARKETING,202000,FEMALE,PHD,2015-06-28,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=f56307e0,72
1350,Kyle Young,BUSINESS,132000,MALE,BA,2015-10-24,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=a246fe36,24
1351,Dennis Castillo,AI,135000,MALE,BS,2015-10-18,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=c3338836,58
1352,Gerald Chavez,SALES,94000,MALE,BA,2015-08-27,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=44708a10,50
1353,Elizabeth Young,MARKETING,131000,FEMALE,BA,2015-09-13,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=cce72fbc,24
1354,Noah Ross,SALES,105000,MALE,BA,2015-08-13,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=34b661f2,40
1355,Scott Jimenez,AI,169000,MALE,MS,2015-07-10,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=60dcbfa7,35
1356,Abigail Miller,MARKETING,103000,FEMALE,BS,2015-11-15,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=9ffddfbb,51
1357,Daniel Castillo,MARKETING,99000,MALE,BS,2015-10-23,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=d126328d,33
1358,Harold Moore,BUSINESS,162000,MALE,MS,2015-08-01,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=3cee9347,45
1359,Brian Collins,MARKETING,106000,MALE,BA,2015-02-09,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=2d08bdd1,51
1360,Samuel Ruiz,IT,155000,MALE,PHD,2015-02-23,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=6c2e495b,33
1361,Zachary Brooks,AI,95000,MALE,BS,2015-12-13,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=b0b1e88d,55
1362,Shawn Rogers,MARKETING,105000,MALE,BS,2015-09-13,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=97a763bb,46
1363,David Foster,IT,147000,MALE,MIS,2015-11-28,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=cc715dc9,60
1364,Joshua Lee,IT,127000,MALE,MIS,2015-07-10,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=0209ed82,27
1365,Helen Sanders,BUSINESS,121000,FEMALE,BS,2015-02-05,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=b4c5218d,33
1366,Ronald Smith,MARKETING,172000,MALE,PHD,2015-08-16,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=75560b13,28
1367,Christian Cooper,SALES,148000,MALE,BS,2015-04-19,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=d3dd8f1c,37
1368,Logan Stewart,BUSINESS,137000,MALE,BS,2015-02-20,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=f45df19f,50
1369,Janice Smith,IT,210000,FEMALE,PHD,2015-10-21,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=c0978041,45
1370,Ann Clark,SALES,108000,FEMALE,BS,2015-01-21,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=05093d37,31
1371,Rachel Jones,IT,89000,FEMALE,BS,2015-10-10,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=aa333b45,58
1372,Christine Lopez,SALES,98000,FEMALE,BS,2015-03-06,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=2523bf7b,48
1373,Ralph Torres,MARKETING,158000,MALE,BS,2015-03-15,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=258e40d0,57
1374,Marie Howard,AI,114000,FEMALE,MS,2015-05-11,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=1b1f40f8,30
1375,Jack Carter,SALES,159000,MALE,MIS,2015-02-10,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=5ffd580c,59
1376,Joan Moore,SALES,140000,FEMALE,MIS,2015-09-14,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=8d2416d5,45
1377,Jacqueline Clark,IT,183000,FEMALE,MIS,2015-02-19,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=214d4082,27
1378,Brittany Watson,MARKETING,151000,FEMALE,PHD,2015-12-23,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=953343ad,58
1379,Jean Price,AI,135000,FEMALE,BA,2015-05-17,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=c9c1289d,42
1380,Bryan Richardson,AI,101000,MALE,BS,2015-08-17,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=b4fbc8d1,58
1381,Megan Murphy,IT,110000,FEMALE,BA,2015-04-01,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=842f07cf,40
1382,Ashley Brown,BUSINESS,96000,FEMALE,BA,2015-10-14,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=ce90aacd,35
