emp_id,emp_name,salary,dept_id,country_code,gender,education,dob,hire_date
E0727,Justin Luo,108500,D004,GBR,MALE,MS,1987-01-15,2023-02-16
E0728,Jean Griffin,75000,D001,CHN,MALE,BS,1982-09-09,2022-01-08
E0729,Ashley Martinez,122000,D004,IND,FEMALE,BS,1963-09-06,2012-11-09
E0730,Ryo Liu,102000,D004,IND,MALE,BS,1980-01-12,2003-09-27
E0731,Bryan Xu,73000,D003,BRA,MALE,BA,1980-08-07,2006-06-03
E0732,Tao Alexander,86500,D003,JPN,MALE,BS,1962-02-23,2013-12-18
E0733,Mohan Silva,64000,D003,IND,MALE,BA,1982-03-09,2009-10-27
E0734,Cheryl Morgan,133000,D002,IND,FEMALE,MSIS,1983-09-27,2016-10-05
E0735,Chao Sullivan,99500,D005,IND,MALE,BS,1984-08-19,2007-12-17
E0736,Roy White,110000,D004,USA,UNKNOWN,BA,1962-02-10,2016-02-08
E0737,Teresa Ferreira,53000,D004,CAN,FEMALE,BA,1988-06-24,2018-02-18
E0738,Stephen Jackson,91000,D002,DEU,MALE,BA,1965-09-07,2019-08-17
E0739,Mariana Ramos,124500,D002,USA,FEMALE,BS,1991-02-02,2018-11-03
E0740,Freya Wood,115000,D001,USA,FEMALE,MS,1985-08-01,2004-08-13
E0741,Andre Nakamura,152000,D005,USA,MALE,MSIS,1960-12-16,2019-11-26
E0742,Carolyn Zhao,103500,D003,BRA,FEMALE,PHD,1990-06-07,2012-03-18
E0743,Carlos Iyer,91500,D005,CHN,MALE,MS,1971-06-18,2017-01-17
E0744,Poppy Khan,124000,D003,USA,UNKNOWN,MS,1976-05-04,2017-09-30
E0745,Stephanie Chen,145000,D005,USA,UNKNOWN,BS,1965-11-06,2006-12-06
E0746,Fernanda Ramirez,112500,D004,USA,FEMALE,BS,1980-05-02,2009-10-15
E0747,Peter Evans,116000,D004,IND,MALE,MS,1968-11-11,2018-02-26
E0748,Puja Mehta,87000,D002,IND,FEMALE,BA,1990-12-05,2002-09-07
E0749,Dorothy Ahmed,65000,D001,CHN,FEMALE,BS,1989-06-13,2001-01-10
E0750,Bryan Suzuki,114000,D003,IND,MALE,MS,1985-08-29,2012-01-03
E0751,Scott Cruz,89500,D005,USA,UNKNOWN,BS,1965-09-27,2017-06-09
E0752,Mason Iyer,65500,D001,CHN,MALE,BS,1988-05-08,2019-08-23
E0753,Bruce Price,140500,D005,CHN,UNKNOWN,PHD,1978-11-22,2005-04-25
E0754,Joan Brown,123500,D005,IND,FEMALE,BS,1964-01-27,2009-12-13
E0755,Grace Jackson,86000,D002,GBR,FEMALE,BS,1967-06-04,2002-05-26
E0756,Rong Cooper,99000,D002,FRA,FEMALE,MS,1974-02-25,2020-12-23
E0757,Eugene Diaz,139000,D001,USA,MALE,BS,1993-06-15,2009-04-03
E0758,Claudia Barnes,109000,D002,IND,FEMALE,BS,1990-03-03,2012-11-19
E0759,Ping Inoue,143000,D001,USA,FEMALE,MBA,1967-09-06,2004-07-27
E0760,Aaron Gray,119000,D004,USA,MALE,BS,1985-08-20,2011-02-08
E0761,Walter Fischer,94500,D005,IND,MALE,MS,1986-10-14,2022-06-27
E0762,Mason Chen,155500,D001,USA,UNKNOWN,MS,1975-08-11,2016-06-10
E0763,Christopher Stevens,102000,D002,IND,UNKNOWN,MS,1994-04-16,2021-01-29
E0764,Hannah Morris,107000,D001,USA,FEMALE,MS,1993-02-26,2009-09-12
E0765,Poppy Meyer,100500,D005,IND,FEMALE,BA,1996-06-30,2021-04-06
E0766,Pamela Simmons,117000,D004,CAN,FEMALE,BS,1968-08-14,2023-02-05
E0767,Elise Watanabe,161000,D001,USA,FEMALE,MSIS,1998-02-05,2007-10-25
E0768,Brandon Green,199000,D005,USA,MALE,LAW,1985-03-04,2012-01-21
E0769,Nour Brown,145500,D005,USA,UNKNOWN,PHD,1991-11-13,2021-10-29
E0770,Jian Rodrigues,87500,D001,IND,MALE,BA,1977-07-02,2013-12-22
E0771,Janet Rodrigues,103000,D004,IND,FEMALE,MS,1991-11-12,2009-06-03
E0772,Imogen Gibson,138000,D001,USA,FEMALE,MS,1989-07-20,2019-11-29
E0773,Marcel Bernard,108500,D005,IND,MALE,BA,1962-08-15,2018-03-10
E0774,Kavita Bell,101000,D005,USA,UNKNOWN,MS,1983-09-07,2010-05-20
E0775,Daichi Thomas,67000,D004,CAN,MALE,BS,1969-04-13,2001-12-04
E0776,Poppy Kimura,127000,D005,USA,FEMALE,MS,1972-11-05,2024-10-09
E0777,Lata Yamada,139000,D002,USA,FEMALE,MS,1965-02-13,2002-06-13
E0778,Joan Souza,102500,D004,CAN,UNKNOWN,BA,1970-03-16,2009-09-20
E0779,Vikram Howard,120000,D001,USA,MALE,BA,1984-12-03,2013-01-06
E0780,Xavier Perez,108500,D001,CHN,MALE,BS,1974-06-29,2008-01-07
E0781,Julie Müller,113000,D001,JPN,UNKNOWN,MS,1980-06-21,2024-09-07
E0782,Aaron Gonzalez,80000,D005,USA,UNKNOWN,BS,1965-06-24,2001-10-05
E0783,Jerry Ma,72500,D003,IND,MALE,BA,1962-04-24,2019-07-21
E0784,Alain He,106000,D002,IND,MALE,MS,1987-05-28,2024-12-10
E0785,Danielle Morgan,101500,D001,FRA,FEMALE,BS,1980-01-22,2007-03-17
E0786,Lena Roberts,96500,D001,IND,FEMALE,BS,1980-12-15,2018-07-19
E0787,Amy Li,90000,D005,CHN,FEMALE,MS,1973-07-03,2016-01-29
E0788,Danielle Oliveira,243500,D004,USA,FEMALE,PHD,1990-05-16,2004-12-08
E0789,Helen Thomas,135500,D005,USA,FEMALE,MS,1967-10-09,2005-03-01
E0790,Anita Watanabe,86500,D002,USA,FEMALE,BS,1965-03-20,2017-02-24
E0791,Lucie Nguyen,134000,D004,USA,FEMALE,BS,1986-10-28,2013-08-22
E0792,Nicole Chavez,95000,D001,IND,FEMALE,MS,1975-08-12,2002-01-21
E0793,Ethan Anderson,94000,D003,IND,MALE,BS,1966-11-28,2000-07-27
E0794,Angela Phillips,105500,D004,GBR,FEMALE,BS,1967-09-18,2003-07-09
E0795,Kyle Simmons,105000,D004,USA,MALE,BS,1993-08-23,2020-06-06
E0796,Andre Hassan,210500,D004,USA,UNKNOWN,PHD,1974-11-09,2014-11-20
E0797,Kiran Ford,111500,D005,USA,MALE,BS,1993-09-25,2021-08-13
E0798,Steven Zhou,159000,D003,USA,UNKNOWN,MS,1975-12-28,2012-05-07
E0799,Christina Cruz,95000,D005,CAN,FEMALE,BS,1980-06-05,2010-02-26
E0800,Claire Adams,67500,D002,IND,FEMALE,BA,1976-05-02,2002-03-02
E0801,Rekha Kato,127000,D002,CHN,UNKNOWN,MBA,1962-12-14,2012-05-04
E0802,Donna Roberts,109000,D005,USA,FEMALE,BS,1961-12-31,2021-11-28
E0803,Matthew West,86000,D005,BRA,MALE,BS,1972-01-22,2006-07-10
E0804,Brenda Peterson,92500,D005,USA,FEMALE,MS,1963-11-06,2021-09-22
E0805,Amber Sharma,79500,D002,CAN,FEMALE,BA,1992-08-02,2004-01-14
E0806,Ethan Lin,106500,D002,USA,UNKNOWN,MS,1995-02-17,2003-06-09
E0807,Stephanie Miller,89500,D002,USA,FEMALE,BS,1968-08-30,2011-07-17
E0808,Sharon Sanchez,110500,D003,IND,FEMALE,BS,1990-02-25,2007-09-11
E0809,Sneha Murphy,91000,D005,USA,FEMALE,BS,1965-06-03,2024-07-08
E0810,Sabine Nakamura,162000,D001,IND,FEMALE,MS,1983-03-24,2014-10-08
E0811,Juliana Walker,72000,D005,JPN,UNKNOWN,BS,1962-10-22,2012-07-13
E0812,Jian Robinson,124000,D001,GBR,MALE,BS,1970-02-16,2022-08-29
E0813,Jonathan Phillips,172000,D001,USA,MALE,MBA,1990-11-13,2008-03-19
E0814,Aiko Alexander,240000,D001,IND,FEMALE,LAW,1998-09-07,2006-01-13
E0815,Stephen Joshi,72500,D004,IND,MALE,BA,1960-03-23,2020-06-16
E0816,Kathleen Rogers,129500,D004,IND,FEMALE,BS,1965-08-08,2011-02-17
E0817,Frank Ward,109000,D001,DEU,MALE,BA,1977-10-10,2022-06-04
E0818,Caleb Wallace,92500,D005,USA,MALE,BS,1998-12-17,2004-10-27
E0819,Diego Moore,81500,D002,CHN,MALE,MS,1981-11-03,2006-08-11
E0820,Laura Rao,100500,D001,USA,FEMALE,MS,1997-07-04,2015-09-02
E0821,Jean Reynolds,59500,D003,IND,UNKNOWN,BA,1980-04-25,2007-08-25
E0822,Anjali Moore,167000,D004,IND,UNKNOWN,MSIS,1976-05-12,2005-07-10
E0823,Bruno Hill,88500,D005,USA,UNKNOWN,BS,1980-08-05,2020-09-26
E0824,Donald Ortiz,79000,D001,CHN,MALE,BS,1974-05-05,2005-05-07
E0825,Maria Ward,65000,D001,CHN,FEMALE,BA,1963-06-28,2012-02-05
E0826,Elise Pillai,67000,D004,CHN,FEMALE,BS,1989-02-13,2012-05-01
E0827,Aiden Silva,84500,D005,IND,UNKNOWN,BS,1990-09-23,2024-08-02
E0828,Marcus Ramirez,112000,D005,USA,UNKNOWN,MS,1971-04-04,2023-12-23
E0829,Roy Cook,84000,D001,USA,MALE,BS,1985-10-31,2015-04-10
E0830,Leonardo Zhao,147500,D003,IND,MALE,MS,1972-12-25,2022-05-29
E0831,Fatima Stewart,138500,D004,DEU,FEMALE,LAW,1986-03-09,2010-01-09
E0832,Leonardo Sanchez,268000,D002,USA,UNKNOWN,LAW,1977-02-09,2002-11-04
E0833,Fatima Wood,99500,D002,USA,UNKNOWN,BS,1988-12-15,2023-02-17
E0834,Sean Richard,125500,D001,USA,MALE,MS,1976-02-03,2007-08-29
E0835,Gregory Ford,60000,D005,CHN,MALE,BS,1990-08-26,2013-10-03
E0836,Marcus Anderson,137000,D003,USA,MALE,MS,1961-10-27,2022-03-11
E0837,Ingrid Harris,131000,D002,USA,FEMALE,MS,1975-07-18,2019-06-28
E0838,Yuki O'Brien,83500,D003,USA,FEMALE,BS,1966-03-02,2002-12-31
E0839,Vanessa Zhou,110000,D005,USA,FEMALE,MS,1986-04-15,2007-10-31
E0840,Poppy Santos,72000,D003,BRA,FEMALE,MS,1990-07-28,2019-06-23
E0841,Grace Khan,101000,D001,USA,FEMALE,BA,1991-05-09,2005-11-01
E0842,Ritu Scott,74500,D001,IND,UNKNOWN,BA,1964-11-12,2001-11-14
E0843,Tiffany Luo,56000,D003,BRA,FEMALE,BA,1992-07-04,2018-09-17
E0844,Nicole Nguyen,87000,D004,USA,UNKNOWN,BS,1978-08-31,2013-03-12
E0845,Austin Ross,121500,D005,USA,MALE,MSIS,1983-03-11,2002-08-28
E0846,Nancy Li,218500,D002,USA,FEMALE,LAW,1991-06-18,2005-05-30
E0847,Mei Dubois,96000,D001,IND,UNKNOWN,BS,1986-07-08,2021-10-28
E0848,Poppy Anderson,126000,D002,FRA,FEMALE,MS,1990-11-27,2016-11-14
E0849,Jasmine Wu,123000,D003,USA,FEMALE,BS,1961-03-01,2021-06-29
E0850,Daniel Walker,106500,D005,JPN,MALE,BS,1984-12-04,2018-08-14
E0851,Monika Powell,126000,D001,IND,FEMALE,MS,1990-10-15,2012-03-13
E0852,Mason Ramos,104500,D005,IND,MALE,MS,1966-07-04,2005-09-15
E0853,Poppy Thompson,88000,D005,IND,FEMALE,BS,1969-04-25,2006-09-16
E0854,Elizabeth Patel,110500,D001,USA,UNKNOWN,MS,1975-05-05,2018-02-08
E0855,Jason Ferreira,102000,D001,IND,MALE,BS,1989-08-10,2004-09-14
E0856,Aiko Menon,88500,D005,BRA,FEMALE,BS,1969-02-07,2013-05-07
E0857,Lucas Bernard,86500,D003,CHN,MALE,BS,1985-07-31,2015-09-04
E0858,Hana Wu,77500,D005,IND,UNKNOWN,BS,1989-01-01,2012-03-20
E0859,Fatima Oliveira,104000,D004,USA,FEMALE,BA,1973-08-28,2009-03-03
E0860,Teresa Walsh,105500,D004,IND,UNKNOWN,MS,1986-07-12,2005-11-08
E0861,Catherine Reddy,98000,D004,IND,FEMALE,BA,1984-03-26,2019-09-11
E0862,Rene Leroy,115000,D002,USA,MALE,BS,1987-08-31,2010-10-21
E0863,Jennifer King,72500,D001,GBR,FEMALE,BA,1990-11-28,2023-07-06
E0864,Gerald Schneider,97000,D005,FRA,MALE,MS,1994-12-17,2008-11-09
E0865,Vanessa Myers,87000,D003,BRA,FEMALE,MSIS,1984-01-02,2013-12-09
E0866,Lawrence Turner,97500,D003,IND,MALE,MS,1974-06-20,2023-12-12
E0867,Omar Liu,125000,D003,IND,MALE,BS,1972-02-04,2009-04-21
E0868,Virginia Watson,134000,D005,FRA,FEMALE,MS,1975-12-01,2016-10-10
E0869,Mariana Garcia,127500,D001,USA,FEMALE,MS,1988-09-04,2018-08-01
E0870,Emily Zhang,139000,D003,USA,FEMALE,MS,1990-03-21,2016-04-20
E0871,Amber Suzuki,107000,D001,IND,FEMALE,BA,1968-11-01,2004-11-11
E0872,Emi Diaz,70500,D005,IND,FEMALE,BS,1989-05-23,2016-06-26
E0873,Donald Allen,144500,D005,USA,MALE,MS,1996-06-06,2010-03-26
E0874,Benjamin Scott,85000,D004,IND,MALE,BS,1972-07-16,2012-10-16
E0875,Caleb Jackson,118000,D005,IND,UNKNOWN,MBA,1982-10-14,2011-08-13
E0876,Yuki Thomas,74000,D004,BRA,UNKNOWN,MS,1974-09-03,2017-08-20
E0877,Jacqueline Verma,140500,D005,IND,FEMALE,MS,1989-08-13,2012-01-17
E0878,Christina Howard,58000,D002,CHN,FEMALE,BS,1998-12-18,2003-03-24
E0879,Larissa Brooks,108000,D002,BRA,FEMALE,MS,1968-02-17,2001-01-14
E0880,George Cook,49000,D005,DEU,MALE,BA,1967-10-15,2015-06-14
E0881,Judith Morgan,124500,D003,USA,FEMALE,MS,1968-03-09,2008-06-07
E0882,Stephanie Matsumoto,104000,D002,IND,FEMALE,BS,1975-04-03,2013-04-20
E0883,Jeremy Joshi,133000,D002,USA,MALE,MS,1991-05-25,2008-06-23
E0884,Joan Martinez,104500,D004,IND,FEMALE,BS,1971-01-11,2013-07-21
E0885,Ryo Lin,91000,D003,AUS,MALE,BA,1989-07-25,2024-07-24
E0886,Ruth Ali,57500,D002,CHN,FEMALE,BA,1983-09-03,2012-06-01
E0887,Dina Anderson,67500,D005,USA,FEMALE,BA,1972-01-31,2023-03-08
E0888,Robert Thompson,111000,D005,IND,MALE,BS,1980-11-24,2018-11-30
E0889,Sandra Scott,60500,D002,USA,FEMALE,BA,1962-04-03,2020-12-24
E0890,David Graham,117000,D005,USA,UNKNOWN,BS,1968-07-28,2022-08-25
E0891,Ann Powell,91000,D002,FRA,FEMALE,MS,1993-10-31,2019-08-04
E0892,Birgit Richard,101000,D005,USA,FEMALE,BS,1976-02-19,2002-08-06
E0893,Amy Morgan,110500,D005,USA,FEMALE,BS,1963-02-26,2007-05-22
E0894,Gustavo Johnson,87500,D005,CHN,MALE,MSIS,1976-04-15,2008-09-02
E0895,Layla Ward,140000,D004,IND,FEMALE,MS,1966-09-23,2020-11-21
E0896,Swati Kim,96500,D004,CAN,FEMALE,MS,1963-03-19,2007-02-14
E0897,Alexander Santos,73500,D004,CAN,MALE,BS,1973-03-08,2024-06-13
E0898,Yan Ramirez,109500,D005,IND,FEMALE,MS,1966-07-07,2022-02-12
E0899,Nicole Murphy,94500,D005,USA,FEMALE,BS,1975-12-21,2004-07-17
E0900,Melissa Butler,107000,D001,CHN,FEMALE,BS,1997-07-08,2019-07-08
E0901,Ralph Smith,99500,D002,USA,MALE,MS,1997-09-02,2006-09-06
E0902,Jack Hu,100000,D001,CHN,UNKNOWN,MS,1985-04-20,2019-06-11
E0903,Gary Kobayashi,74500,D004,IND,MALE,BS,1961-12-19,2014-04-20
E0904,Dieter Mishra,124500,D003,USA,MALE,MS,1984-07-05,2015-10-29
E0905,Vijay Schmidt,96000,D002,USA,MALE,MS,1997-05-20,2024-05-25
E0906,Jimmy Kimura,134000,D001,IND,MALE,BS,1965-04-30,2006-01-03
E0907,Adam Iyer,67000,D005,CHN,MALE,BS,1980-08-14,2017-05-14
E0908,Arjun Mohammed,149000,D003,IND,MALE,MSIS,1988-07-11,2018-07-27
E0909,Catherine Cooper,114500,D002,DEU,FEMALE,BS,1994-10-25,2003-09-09
E0910,Andrew Yang,71000,D001,CHN,MALE,BS,1989-02-13,2000-01-30
E0911,Andrea Myers,185500,D004,IND,UNKNOWN,MBA,1964-06-19,2024-06-24
E0912,Juan Chen,130000,D003,IND,MALE,PHD,1984-07-06,2013-10-14
E0913,Arjun Rao,114000,D001,CHN,UNKNOWN,MS,1963-04-03,2001-11-01
E0914,Oliver Kim,52500,D004,BRA,MALE,BS,1990-11-07,2006-04-23
E0915,Amber Powell,144500,D005,USA,FEMALE,PHD,1962-06-22,2009-02-15
E0916,Deepak Rodrigues,121000,D001,USA,MALE,MS,1989-10-23,2017-04-23
E0917,Xiu Wilson,97000,D001,CAN,FEMALE,MS,1976-08-03,2011-03-26
E0918,Jeffrey Tanaka,129000,D005,CAN,MALE,MS,1972-09-08,2021-03-17
E0919,Jordan Foster,82000,D001,CHN,MALE,MS,1979-02-12,2014-11-10
E0920,Shirley Ellis,81500,D003,IND,FEMALE,MS,1970-02-16,2012-06-08
E0921,Cheryl Collins,124000,D001,USA,FEMALE,MS,1985-07-22,2019-02-28
E0922,Olivia Gibson,110000,D001,CHN,FEMALE,MSIS,1995-02-09,2015-01-20
E0923,Ryan Butler,138500,D002,USA,MALE,MS,1990-05-20,2011-11-30
E0924,Andre Hamilton,99000,D001,IND,MALE,MS,1967-03-09,2014-08-07
E0925,Alice Gibson,56500,D003,IND,FEMALE,BA,1965-03-25,2001-10-28
E0926,Bryan Rao,148000,D001,IND,UNKNOWN,MS,1965-03-30,2015-05-03
E0927,Donna Kelly,101500,D004,IND,UNKNOWN,BS,1983-02-07,2018-06-24
E0928,Charles Smith,159000,D001,IND,UNKNOWN,MS,1963-07-15,2005-03-17
E0929,Sophie Silva,114000,D005,IND,UNKNOWN,BS,1967-10-06,2021-07-16
E0930,Nikhil Costa,102500,D002,IND,MALE,MS,1997-07-17,2006-08-17
E0931,Arun Yoshida,79000,D004,CAN,MALE,BS,1968-08-13,2013-09-01
E0932,Lawrence Rodriguez,106500,D005,IND,MALE,BA,1968-05-04,2002-12-05
E0933,Deepak Hernandez,98500,D003,IND,MALE,BS,1971-05-18,2023-01-23
E0934,Sabine Griffin,70000,D002,IND,FEMALE,BA,1970-02-07,2009-06-22
E0935,Ling Sanchez,96000,D002,DEU,UNKNOWN,BS,1978-11-02,2012-10-09
E0936,Mariana Brooks,143000,D004,USA,FEMALE,MS,1962-07-02,2011-08-28
E0937,Jeremy Mitchell,144500,D001,IND,MALE,MS,1963-12-01,2024-03-18
E0938,Judith Flores,62500,D003,USA,FEMALE,BA,1975-07-22,2010-08-13
E0939,Mia Gomez,94500,D005,JPN,FEMALE,BS,1978-10-14,2004-08-30
E0940,Nicole Coleman,132500,D004,DEU,FEMALE,BS,1978-12-17,2019-01-22
E0941,Rachel Richardson,136500,D003,IND,FEMALE,MSIS,1995-11-05,2020-08-05
E0942,Peng Kelly,94500,D005,JPN,MALE,BS,1987-09-26,2022-10-29
E0943,Yan King,96500,D005,USA,FEMALE,MS,1960-08-27,2004-02-03
E0944,Christine Anderson,106500,D005,IND,FEMALE,MS,1975-10-24,2009-12-30
E0945,Aaron Russell,88000,D004,FRA,MALE,BS,1965-03-30,2010-01-12
E0946,Francois Gutierrez,144000,D003,AUS,MALE,MS,1987-07-02,2015-08-07
E0947,Jonathan Bailey,62500,D004,BRA,MALE,MS,1991-12-22,2022-05-20
E0948,Fernando Singh,113000,D005,USA,MALE,MSIS,1997-01-17,2013-05-16
E0949,Debra James,132500,D002,IND,FEMALE,MS,1979-04-19,2005-11-04
E0950,Michael Gonzalez,65500,D003,CHN,MALE,BS,1987-04-05,2005-05-20
E0951,Jesse Taylor,82500,D005,CHN,MALE,MS,1982-08-28,2023-09-28
E0952,Donald Pillai,61000,D002,FRA,UNKNOWN,BS,1962-01-21,2021-09-07
E0953,Neha Souza,85000,D003,IND,FEMALE,BS,1974-11-07,2004-11-22
E0954,Eric Stewart,78000,D005,CAN,MALE,BA,1995-01-11,2015-04-25
E0955,Mariana Foster,90000,D001,GBR,FEMALE,BS,1991-09-15,2003-08-09
E0956,Hans Walker,131500,D001,USA,UNKNOWN,BS,1990-03-25,2003-12-12
E0957,Gloria Myers,85500,D003,CAN,FEMALE,MS,1996-02-19,2013-12-05
E0958,Meena Jones,116500,D003,CAN,FEMALE,BS,1962-01-14,2022-11-16
E0959,Emi Martin,145000,D005,USA,FEMALE,MS,1976-04-17,2014-11-23
E0960,Barbara Yoshida,121500,D004,IND,FEMALE,BS,1989-01-24,2018-06-23
E0961,Virginia Alexander,109500,D004,CAN,FEMALE,BS,1988-10-13,2001-11-06
E0962,Daichi Verma,65000,D001,CHN,UNKNOWN,BS,1996-12-03,2009-11-28
E0963,Ravi Li,120500,D002,DEU,MALE,MS,1989-04-26,2018-09-18
E0964,Sara Lewis,108000,D005,CHN,FEMALE,MS,1965-12-05,2021-05-26
E0965,Kimberly Verma,138500,D001,USA,UNKNOWN,BS,1962-03-28,2015-07-12
E0966,Tariq Foster,83500,D005,IND,MALE,BS,1993-02-12,2012-09-02
E0967,Takeshi Ahmed,92500,D002,JPN,MALE,BS,1996-09-08,2006-01-19
E0968,Jordan Reynolds,117000,D004,CHN,MALE,MS,1977-08-04,2007-10-22
E0969,Emily Miller,162000,D004,BRA,FEMALE,PHD,1998-07-16,2002-01-11
E0970,Jose Hughes,81500,D002,BRA,MALE,MS,1961-08-03,2004-02-18
E0971,Karen Gutierrez,127500,D001,CAN,FEMALE,MS,1998-01-08,2019-10-27
E0972,Xavier Oliveira,173500,D002,IND,MALE,MBA,1970-06-15,2015-09-13
E0973,Ali Patterson,88500,D002,IND,MALE,BA,1971-03-12,2021-10-21
E0974,Claudia West,111000,D005,DEU,UNKNOWN,MS,1967-03-05,2001-09-30
E0975,Jose Kelly,80000,D005,USA,MALE,BA,1982-05-31,2007-04-07
E0976,Ryo Zhao,144500,D004,CAN,MALE,MSIS,1976-10-16,2003-11-20
E0977,Claudia Wagner,113500,D001,IND,FEMALE,BS,1997-08-15,2020-05-19
E0978,Sofia Xu,114500,D005,GBR,FEMALE,MS,1974-05-24,2013-03-23
E0979,Katherine Carter,87500,D002,CHN,FEMALE,BS,1963-02-15,2003-04-25
E0980,Hassan Collins,81000,D004,IND,UNKNOWN,BA,1993-10-25,2024-05-21
E0981,Naoki Wallace,90000,D004,USA,UNKNOWN,BS,1976-05-04,2018-04-14
E0982,Sarah Pillai,93500,D004,CHN,FEMALE,BS,1995-05-18,2006-01-30
E0983,Brianna Butler,105500,D005,IND,FEMALE,BS,1974-12-07,2001-03-28
E0984,Cheryl Schneider,134000,D004,CAN,FEMALE,MS,1984-08-27,2019-10-15
E0985,Zachary Wang,83500,D005,BRA,MALE,MSIS,1993-02-16,2021-05-21
E0986,Heike Lin,90000,D002,IND,UNKNOWN,BA,1973-10-24,2004-09-19
E0987,Katherine Ellis,73500,D004,CAN,FEMALE,BA,1963-08-29,2010-08-20
E0988,Ritu Hussain,96500,D004,USA,FEMALE,MS,1968-10-07,2014-04-29
E0989,Mohan Singh,120000,D003,USA,MALE,MS,1995-01-28,2021-07-18
E0990,Jacqueline Reyes,90000,D004,FRA,FEMALE,BS,1980-11-02,2017-01-05
E0991,Mary Xu,127000,D005,USA,FEMALE,MS,1965-09-21,2020-09-08
E0992,Laura Chopra,118000,D005,USA,FEMALE,MS,1993-04-24,2012-10-28
E0993,Lei Hill,95500,D002,USA,UNKNOWN,BS,1973-08-07,2014-12-02
E0994,Jacob Hu,101000,D003,USA,MALE,MS,1987-08-02,2000-02-08
E0995,Teresa Bell,152500,D001,IND,FEMALE,MSIS,1977-11-29,2018-05-25
E0996,Kathleen Oliveira,221000,D005,USA,FEMALE,LAW,1992-07-15,2012-03-08
E0997,Margot Petit,78000,D002,CHN,UNKNOWN,MS,1985-07-22,2003-10-28
E0998,Sandra Gray,129000,D004,CAN,FEMALE,MS,1978-06-22,2008-09-05
E0999,Imogen Matsumoto,111500,D004,IND,UNKNOWN,MS,1992-01-21,2014-10-03
E1000,Dorothy Hu,98500,D002,GBR,FEMALE,BS,1965-10-25,2004-11-20
E1001,Edward Xu,166000,D004,USA,MALE,MS,1969-04-24,2011-09-26
E1002,Lori Lopez,127500,D001,USA,FEMALE,MS,1993-10-23,2013-03-12
E1003,Ruth Jordan,71500,D001,GBR,FEMALE,BA,1993-09-19,2008-10-06
E1004,Anjali Wood,95500,D005,IND,UNKNOWN,BS,1995-07-28,2007-12-05
E1005,Sarah Bryant,85500,D005,FRA,UNKNOWN,MS,1992-09-29,2008-06-26
E1006,Beatriz Sasaki,96000,D003,CHN,FEMALE,MS,1977-03-20,2023-10-06
E1007,Alan Lewis,162500,D005,USA,MALE,PHD,1967-09-22,2003-10-22
E1008,Denise Howard,121000,D002,IND,FEMALE,MS,1996-07-08,2001-08-05
E1009,Charlotte Reynolds,96000,D004,CHN,FEMALE,BA,1974-07-01,2023-04-07
E1010,Claude Ramirez,50000,D003,BRA,MALE,BA,1971-06-30,2008-07-13
E1011,Yan Murphy,112500,D004,IND,FEMALE,MBA,1982-02-24,2006-09-17
E1012,Derek Chavez,87000,D005,IND,MALE,BS,1963-06-21,2018-11-22
E1013,Elizabeth Zhang,130500,D005,USA,FEMALE,BS,1993-06-18,2000-06-30
E1014,Jean Thomas,80500,D002,DEU,FEMALE,BA,1980-02-22,2003-03-24
E1015,Paul Morgan,84500,D004,CHN,MALE,MS,1987-05-15,2006-04-27
E1016,Lawrence Mehta,96500,D002,USA,MALE,MS,1995-07-15,2000-05-27
E1017,Justin Gao,91500,D003,JPN,UNKNOWN,BA,1989-12-10,2021-04-10
E1018,Stephanie Ramos,83000,D004,IND,UNKNOWN,BS,1985-06-23,2014-03-07
E1019,Hiroshi Wallace,115000,D001,CHN,MALE,MS,1987-05-10,2003-06-12
E1020,Susan Stevens,64500,D005,CHN,FEMALE,BA,1966-01-18,2002-12-10
E1021,Kelly Taylor,58000,D005,CHN,FEMALE,BS,1975-02-22,2014-03-02
E1022,Benjamin Sanders,144500,D002,IND,MALE,MS,1986-07-27,2021-01-01
E1023,Deborah Meyer,100000,D001,CHN,FEMALE,MS,1960-09-21,2023-06-19
E1024,Gustavo Henderson,124500,D001,GBR,MALE,BS,1972-12-10,2006-04-18
E1025,Takeshi Jones,112000,D001,USA,MALE,MS,1985-03-17,2013-03-14
E1026,Nana Bhat,64500,D002,CHN,FEMALE,BS,1989-12-22,2020-04-23
E1027,Juliana Sanchez,60500,D005,CHN,FEMALE,BA,1996-11-26,2007-01-24
E1028,Sharon Thomas,91500,D005,GBR,FEMALE,BA,1986-09-30,2014-08-31
E1029,Laura Zhou,145000,D001,USA,UNKNOWN,PHD,1992-06-30,2004-05-01
E1030,Marcel Howard,91000,D004,USA,MALE,BS,1967-10-04,2010-05-25
E1031,Chao Hussain,142000,D005,USA,UNKNOWN,MS,1992-02-24,2018-11-17
E1032,Joe Watson,86000,D004,CHN,MALE,BA,1973-12-04,2022-10-08
E1033,Emi Hassan,64000,D005,CHN,FEMALE,BA,1970-12-29,2021-06-10
E1034,Lori Walker,130000,D005,USA,UNKNOWN,BS,1990-01-26,2012-10-30
E1035,Alexis Huang,109000,D005,AUS,UNKNOWN,MSIS,1982-07-23,2006-12-27
E1036,Mark Lopez,89000,D003,JPN,UNKNOWN,MS,1992-12-12,2012-10-19
E1037,Jean James,148000,D005,USA,MALE,MS,1974-01-10,2003-03-27
E1038,Bruce Robinson,130500,D005,IND,MALE,BS,1969-10-26,2005-05-23
